gname,platform,year,genre,publisher,global_sales,critic_score,critic_count,user_score,user_count,developer,rating,region,sales
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.43,45,31,7,148,"Idea Factory, Compile Heart",T,Other Region,0.04
Payday 2,PS3,2013,Shooter,505 Games,0.43,74,12,6.2,181,Overkill Software,M,North America,0.22
Payday 2,PS3,2013,Shooter,505 Games,0.43,74,12,6.2,181,Overkill Software,M,Europe,0.14
Payday 2,PS3,2013,Shooter,505 Games,0.43,74,12,6.2,181,Overkill Software,M,Japan,0
Payday 2,PS3,2013,Shooter,505 Games,0.43,74,12,6.2,181,Overkill Software,M,Other Region,0.08
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.43,,,5.4,25,Yuke's,T,North America,0.27
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.43,,,5.4,25,Yuke's,T,Europe,0.12
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.43,,,5.4,25,Yuke's,T,Japan,0
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.43,,,5.4,25,Yuke's,T,Other Region,0.04
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.43,,,8.7,63,BioWare,M,North America,0.37
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.43,,,8.7,63,BioWare,M,Europe,0
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.43,,,8.7,63,BioWare,M,Japan,0
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.43,,,8.7,63,BioWare,M,Other Region,0.06
OkamiDen,DS,2010,Adventure,Capcom,0.43,82,48,7.9,53,Capcom,E10+,North America,0.21
OkamiDen,DS,2010,Adventure,Capcom,0.43,82,48,7.9,53,Capcom,E10+,Europe,0.06
OkamiDen,DS,2010,Adventure,Capcom,0.43,82,48,7.9,53,Capcom,E10+,Japan,0.13
OkamiDen,DS,2010,Adventure,Capcom,0.43,82,48,7.9,53,Capcom,E10+,Other Region,0.02
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.43,47,14,6,24,TOYBOX,E10+,North America,0.23
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.43,47,14,6,24,TOYBOX,E10+,Europe,0.12
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.43,47,14,6,24,TOYBOX,E10+,Japan,0.04
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.43,47,14,6,24,TOYBOX,E10+,Other Region,0.04
Just Dance 4,PS3,2012,Misc,Ubisoft,0.43,77,5,7.1,29,Ubisoft,E10+,North America,0.26
Just Dance 4,PS3,2012,Misc,Ubisoft,0.43,77,5,7.1,29,Ubisoft,E10+,Europe,0.11
Just Dance 4,PS3,2012,Misc,Ubisoft,0.43,77,5,7.1,29,Ubisoft,E10+,Japan,0
Just Dance 4,PS3,2012,Misc,Ubisoft,0.43,77,5,7.1,29,Ubisoft,E10+,Other Region,0.06
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.43,87,30,7.6,2202,Rockstar Studios,M,North America,0.16
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.43,87,30,7.6,2202,Rockstar Studios,M,Europe,0.22
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.43,87,30,7.6,2202,Rockstar Studios,M,Japan,0
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.43,87,30,7.6,2202,Rockstar Studios,M,Other Region,0.05
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.43,,,,,Game Machine Studios,E,North America,0.25
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.43,,,,,Game Machine Studios,E,Europe,0.14
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.43,,,,,Game Machine Studios,E,Japan,0
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.43,,,,,Game Machine Studios,E,Other Region,0.04
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.43,64,49,6.9,117,Obsidian Entertainment,M,North America,0.19
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.43,64,49,6.9,117,Obsidian Entertainment,M,Europe,0.17
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.43,64,49,6.9,117,Obsidian Entertainment,M,Japan,0
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.43,64,49,6.9,117,Obsidian Entertainment,M,Other Region,0.07
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.43,76,54,8,267,MachineGames,,North America,0.1
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.43,76,54,8,267,MachineGames,,Europe,0.25
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.43,76,54,8,267,MachineGames,,Japan,0.02
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.43,76,54,8,267,MachineGames,,Other Region,0.06
Deer Drive,DS,2010,Sports,Mastiff,0.43,,,,,Mastiff,T,North America,0.4
Deer Drive,DS,2010,Sports,Mastiff,0.43,,,,,Mastiff,T,Europe,0
Deer Drive,DS,2010,Sports,Mastiff,0.43,,,,,Mastiff,T,Japan,0
Deer Drive,DS,2010,Sports,Mastiff,0.43,,,,,Mastiff,T,Other Region,0.02
Rayman Legends,X360,2013,Platform,Ubisoft,0.43,90,35,8.2,217,Ubisoft Montpellier,E10+,North America,0.19
Rayman Legends,X360,2013,Platform,Ubisoft,0.43,90,35,8.2,217,Ubisoft Montpellier,E10+,Europe,0.2
Rayman Legends,X360,2013,Platform,Ubisoft,0.43,90,35,8.2,217,Ubisoft Montpellier,E10+,Japan,0
Rayman Legends,X360,2013,Platform,Ubisoft,0.43,90,35,8.2,217,Ubisoft Montpellier,E10+,Other Region,0.04
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0.42,,,,,,,North America,0
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0.42,,,,,,,Europe,0
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0.42,,,,,,,Japan,0.42
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0.42,,,,,,,Other Region,0
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.42,74,29,4.4,93,EA Canada,E,North America,0.15
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.42,74,29,4.4,93,EA Canada,E,Europe,0.25
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.42,74,29,4.4,93,EA Canada,E,Japan,0
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.42,74,29,4.4,93,EA Canada,E,Other Region,0.03
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.42,74,19,6.7,109,Gust,T,North America,0.12
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.42,74,19,6.7,109,Gust,T,Europe,0.06
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.42,74,19,6.7,109,Gust,T,Japan,0.21
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.42,74,19,6.7,109,Gust,T,Other Region,0.03
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.42,,,,,,,North America,0.34
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.42,,,,,,,Europe,0.05
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.42,,,,,,,Japan,0
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.42,,,,,,,Other Region,0.03
Skylanders: SuperChargers,X360,2015,Action,Activision,0.42,,,5.4,5,Vicarious Visions,E10+,North America,0.25
Skylanders: SuperChargers,X360,2015,Action,Activision,0.42,,,5.4,5,Vicarious Visions,E10+,Europe,0.13
Skylanders: SuperChargers,X360,2015,Action,Activision,0.42,,,5.4,5,Vicarious Visions,E10+,Japan,0
Skylanders: SuperChargers,X360,2015,Action,Activision,0.42,,,5.4,5,Vicarious Visions,E10+,Other Region,0.04
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.42,61,38,6.8,106,Armature Studio,T,North America,0.16
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.42,61,38,6.8,106,Armature Studio,T,Europe,0.17
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.42,61,38,6.8,106,Armature Studio,T,Japan,0
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.42,61,38,6.8,106,Armature Studio,T,Other Region,0.1
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.42,73,27,8,42,High Voltage Software,M,North America,0.21
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.42,73,27,8,42,High Voltage Software,M,Europe,0.07
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.42,73,27,8,42,High Voltage Software,M,Japan,0.09
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.42,73,27,8,42,High Voltage Software,M,Other Region,0.05
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.42,70,19,6.7,11,Electronic Arts,E,North America,0.23
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.42,70,19,6.7,11,Electronic Arts,E,Europe,0.15
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.42,70,19,6.7,11,Electronic Arts,E,Japan,0.01
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.42,70,19,6.7,11,Electronic Arts,E,Other Region,0.04
Trials Fusion,PS4,2014,Racing,Ubisoft,0.42,79,51,7.2,244,RedLynx,E10+,North America,0.13
Trials Fusion,PS4,2014,Racing,Ubisoft,0.42,79,51,7.2,244,RedLynx,E10+,Europe,0.22
Trials Fusion,PS4,2014,Racing,Ubisoft,0.42,79,51,7.2,244,RedLynx,E10+,Japan,0.01
Trials Fusion,PS4,2014,Racing,Ubisoft,0.42,79,51,7.2,244,RedLynx,E10+,Other Region,0.07
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.42,,,,,,,North America,0.04
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.42,,,,,,,Europe,0.28
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.42,,,,,,,Japan,0.01
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.42,,,,,,,Other Region,0.09
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.42,,,,,Ubisoft,E10+,North America,0.4
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.42,,,,,Ubisoft,E10+,Europe,0
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.42,,,,,Ubisoft,E10+,Japan,0
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.42,,,,,Ubisoft,E10+,Other Region,0.02
How to Train Your Dragon,Wii,2010,Action,Activision,0.42,59,11,7,4,Etranges Libellules,E10+,North America,0.23
How to Train Your Dragon,Wii,2010,Action,Activision,0.42,59,11,7,4,Etranges Libellules,E10+,Europe,0.15
How to Train Your Dragon,Wii,2010,Action,Activision,0.42,59,11,7,4,Etranges Libellules,E10+,Japan,0
How to Train Your Dragon,Wii,2010,Action,Activision,0.42,59,11,7,4,Etranges Libellules,E10+,Other Region,0.04
Story of Seasons,3DS,2014,Simulation,Nintendo,0.42,76,39,8.2,54,Marvelous AQL,E10+,North America,0
Story of Seasons,3DS,2014,Simulation,Nintendo,0.42,76,39,8.2,54,Marvelous AQL,E10+,Europe,0.14
Story of Seasons,3DS,2014,Simulation,Nintendo,0.42,76,39,8.2,54,Marvelous AQL,E10+,Japan,0.27
Story of Seasons,3DS,2014,Simulation,Nintendo,0.42,76,39,8.2,54,Marvelous AQL,E10+,Other Region,0.01
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0.42,,,,,,,North America,0
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0.42,,,,,,,Europe,0
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0.42,,,,,,,Japan,0.42
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0.42,,,,,,,Other Region,0
Metro: Last Light,PS3,2013,Action,Deep Silver,0.42,80,23,8.2,508,4A Games,,North America,0.14
Metro: Last Light,PS3,2013,Action,Deep Silver,0.42,80,23,8.2,508,4A Games,,Europe,0.18
Metro: Last Light,PS3,2013,Action,Deep Silver,0.42,80,23,8.2,508,4A Games,,Japan,0.03
Metro: Last Light,PS3,2013,Action,Deep Silver,0.42,80,23,8.2,508,4A Games,,Other Region,0.07
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.42,,,6.4,5,Visual Concepts,E,North America,0.39
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.42,,,6.4,5,Visual Concepts,E,Europe,0
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.42,,,6.4,5,Visual Concepts,E,Japan,0
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.42,,,6.4,5,Visual Concepts,E,Other Region,0.03
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.42,,,7.5,10,Virtuos,E,North America,0.36
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.42,,,7.5,10,Virtuos,E,Europe,0.03
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.42,,,7.5,10,Virtuos,E,Japan,0
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.42,,,7.5,10,Virtuos,E,Other Region,0.03
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.42,76,59,8.2,319,Yager,M,North America,0.21
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.42,76,59,8.2,319,Yager,M,Europe,0.17
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.42,76,59,8.2,319,Yager,M,Japan,0
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.42,76,59,8.2,319,Yager,M,Other Region,0.04
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.42,75,72,6.8,208,"Nintendo, Intelligent Systems",E,North America,0.2
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.42,75,72,6.8,208,"Nintendo, Intelligent Systems",E,Europe,0.14
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.42,75,72,6.8,208,"Nintendo, Intelligent Systems",E,Japan,0.05
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.42,75,72,6.8,208,"Nintendo, Intelligent Systems",E,Other Region,0.03
Vanquish,X360,2010,Shooter,Sega,0.42,84,70,8.4,182,PlatinumGames,M,North America,0.19
Vanquish,X360,2010,Shooter,Sega,0.42,84,70,8.4,182,PlatinumGames,M,Europe,0.16
Vanquish,X360,2010,Shooter,Sega,0.42,84,70,8.4,182,PlatinumGames,M,Japan,0.03
Vanquish,X360,2010,Shooter,Sega,0.42,84,70,8.4,182,PlatinumGames,M,Other Region,0.04
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.42,58,47,6.2,28,Propaganda Games,T,North America,0.27
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.42,58,47,6.2,28,Propaganda Games,T,Europe,0.09
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.42,58,47,6.2,28,Propaganda Games,T,Japan,0
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.42,58,47,6.2,28,Propaganda Games,T,Other Region,0.05
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0.42,46,22,4.5,34,Spike Chunsoft,M,North America,0
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0.42,46,22,4.5,34,Spike Chunsoft,M,Europe,0
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0.42,46,22,4.5,34,Spike Chunsoft,M,Japan,0.42
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0.42,46,22,4.5,34,Spike Chunsoft,M,Other Region,0
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.41,46,20,4.4,173,"Nintendo, Nd Cube",E,North America,0.19
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.41,46,20,4.4,173,"Nintendo, Nd Cube",E,Europe,0.11
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.41,46,20,4.4,173,"Nintendo, Nd Cube",E,Japan,0.09
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.41,46,20,4.4,173,"Nintendo, Nd Cube",E,Other Region,0.03
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.41,75,4,5.5,51,Ubisoft,E10+,North America,0.19
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.41,75,4,5.5,51,Ubisoft,E10+,Europe,0.16
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.41,75,4,5.5,51,Ubisoft,E10+,Japan,0
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.41,75,4,5.5,51,Ubisoft,E10+,Other Region,0.07
Wheel of Fortune,DS,2010,Misc,THQ,0.41,,,,,THQ,E,North America,0.39
Wheel of Fortune,DS,2010,Misc,THQ,0.41,,,,,THQ,E,Europe,0
Wheel of Fortune,DS,2010,Misc,THQ,0.41,,,,,THQ,E,Japan,0
Wheel of Fortune,DS,2010,Misc,THQ,0.41,,,,,THQ,E,Other Region,0.03
pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.41,,,6.7,7,Konami,E,North America,0.04
pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.41,,,6.7,7,Konami,E,Europe,0.21
pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.41,,,6.7,7,Konami,E,Japan,0.05
pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.41,,,6.7,7,Konami,E,Other Region,0.11
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.41,76,42,6,77,EA Sports,T,North America,0.24
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.41,76,42,6,77,EA Sports,T,Europe,0.14
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.41,76,42,6,77,EA Sports,T,Japan,0
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.41,76,42,6,77,EA Sports,T,Other Region,0.04
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.41,,,,,SCEA,E,North America,0.2
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.41,,,,,SCEA,E,Europe,0.16
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.41,,,,,SCEA,E,Japan,0
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.41,,,,,SCEA,E,Other Region,0.05
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.41,69,17,8.7,12,Maximum Games,E,North America,0.05
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.41,69,17,8.7,12,Maximum Games,E,Europe,0.31
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.41,69,17,8.7,12,Maximum Games,E,Japan,0
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.41,69,17,8.7,12,Maximum Games,E,Other Region,0.06
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.41,70,30,6.8,19,Ubisoft,T,North America,0.21
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.41,70,30,6.8,19,Ubisoft,T,Europe,0.12
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.41,70,30,6.8,19,Ubisoft,T,Japan,0.03
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.41,70,30,6.8,19,Ubisoft,T,Other Region,0.05
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.41,,,5.3,81,Visceral Games,M,North America,0.13
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.41,,,5.3,81,Visceral Games,M,Europe,0.15
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.41,,,5.3,81,Visceral Games,M,Japan,0.07
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.41,,,5.3,81,Visceral Games,M,Other Region,0.06
Terraria,PS3,2013,Action,505 Games,0.41,81,12,7.9,70,Engine Software,T,North America,0.07
Terraria,PS3,2013,Action,505 Games,0.41,81,12,7.9,70,Engine Software,T,Europe,0.2
Terraria,PS3,2013,Action,505 Games,0.41,81,12,7.9,70,Engine Software,T,Japan,0.09
Terraria,PS3,2013,Action,505 Games,0.41,81,12,7.9,70,Engine Software,T,Other Region,0.05
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.41,80,12,6.9,27,Traveller's Tales,E10+,North America,0.22
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.41,80,12,6.9,27,Traveller's Tales,E10+,Europe,0.15
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.41,80,12,6.9,27,Traveller's Tales,E10+,Japan,0
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.41,80,12,6.9,27,Traveller's Tales,E10+,Other Region,0.04
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.41,77,5,7.7,6,Sports Interactive,E,North America,0
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.41,77,5,7.7,6,Sports Interactive,E,Europe,0.27
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.41,77,5,7.7,6,Sports Interactive,E,Japan,0
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0.41,77,5,7.7,6,Sports Interactive,E,Other Region,0.14
NHL 15,XOne,2014,Sports,Electronic Arts,0.41,59,22,3.2,180,EA Sports,E10+,North America,0.31
NHL 15,XOne,2014,Sports,Electronic Arts,0.41,59,22,3.2,180,EA Sports,E10+,Europe,0.06
NHL 15,XOne,2014,Sports,Electronic Arts,0.41,59,22,3.2,180,EA Sports,E10+,Japan,0
NHL 15,XOne,2014,Sports,Electronic Arts,0.41,59,22,3.2,180,EA Sports,E10+,Other Region,0.04
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.41,79,33,5.8,1188,Massive Entertainment,M,North America,0.22
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.41,79,33,5.8,1188,Massive Entertainment,M,Europe,0.15
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.41,79,33,5.8,1188,Massive Entertainment,M,Japan,0
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.41,79,33,5.8,1188,Massive Entertainment,M,Other Region,0.04
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.41,76,41,6.3,24,"Harmonix Music Systems, Demiurge Studios",T,North America,0.19
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.41,76,41,6.3,24,"Harmonix Music Systems, Demiurge Studios",T,Europe,0.15
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.41,76,41,6.3,24,"Harmonix Music Systems, Demiurge Studios",T,Japan,0
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.41,76,41,6.3,24,"Harmonix Music Systems, Demiurge Studios",T,Other Region,0.06
FIFA 14,PSV,2013,Sports,Electronic Arts,0.41,,,1.8,69,EA Canada,E,North America,0.08
FIFA 14,PSV,2013,Sports,Electronic Arts,0.41,,,1.8,69,EA Canada,E,Europe,0.23
FIFA 14,PSV,2013,Sports,Electronic Arts,0.41,,,1.8,69,EA Canada,E,Japan,0.01
FIFA 14,PSV,2013,Sports,Electronic Arts,0.41,,,1.8,69,EA Canada,E,Other Region,0.09
F1 2014,PS3,2014,Racing,Codemasters,0.41,62,19,4.1,28,Codemasters Birmingham,E,North America,0.07
F1 2014,PS3,2014,Racing,Codemasters,0.41,62,19,4.1,28,Codemasters Birmingham,E,Europe,0.26
F1 2014,PS3,2014,Racing,Codemasters,0.41,62,19,4.1,28,Codemasters Birmingham,E,Japan,0.02
F1 2014,PS3,2014,Racing,Codemasters,0.41,62,19,4.1,28,Codemasters Birmingham,E,Other Region,0.06
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.41,81,31,6.9,228,Treyarch,M,North America,0.2
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.41,81,31,6.9,228,Treyarch,M,Europe,0.18
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.41,81,31,6.9,228,Treyarch,M,Japan,0
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.41,81,31,6.9,228,Treyarch,M,Other Region,0.03
The Smurfs,DS,2011,Action,Ubisoft,0.41,,,,,Land Ho!,E,North America,0.23
The Smurfs,DS,2011,Action,Ubisoft,0.41,,,,,Land Ho!,E,Europe,0.14
The Smurfs,DS,2011,Action,Ubisoft,0.41,,,,,Land Ho!,E,Japan,0
The Smurfs,DS,2011,Action,Ubisoft,0.41,,,,,Land Ho!,E,Other Region,0.04
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.41,84,54,8.2,70,2K Czech,E,North America,0.15
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.41,84,54,8.2,70,2K Czech,E,Europe,0.22
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.41,84,54,8.2,70,2K Czech,E,Japan,0
Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.41,84,54,8.2,70,2K Czech,E,Other Region,0.04
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.41,,,8.1,16,Shift,T,North America,0
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.41,,,8.1,16,Shift,T,Europe,0.03
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.41,,,8.1,16,Shift,T,Japan,0.37
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.41,,,8.1,16,Shift,T,Other Region,0.01
NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.41,,,,,Visual Concepts,E,North America,0.34
NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.41,,,,,Visual Concepts,E,Europe,0.01
NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.41,,,,,Visual Concepts,E,Japan,0
NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.41,,,,,Visual Concepts,E,Other Region,0.06
AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.41,,,,,,,North America,0
AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.41,,,,,,,Europe,0
AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.41,,,,,,,Japan,0.41
AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.41,,,,,,,Other Region,0
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0.41,,,,,,,North America,0
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0.41,,,,,,,Europe,0
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0.41,,,,,,,Japan,0.41
Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0.41,,,,,,,Other Region,0
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.41,78,18,4.5,1136,Sledgehammer Games,M,North America,0.15
